soil_type,ph_level,nitrogen,phosphorus,potassium,moisture_level,irrigation_type,soil_health_score,crop_1,crop_2,crop_3,disease_risk,weather_rainfall_mm,temperature_c,humidity_percent,profit_estimate,image_url
Clay,6.12,24,37,41,74,Sprinkler,77,Millet,Groundnut,Wheat,Low,106,26,56,73988,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (291).jpeg
Loamy,7.33,41,40,35,72,Drip,91,Maize,Barley,Wheat,High,162,20,55,38677,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (186).jpeg
Sandy,6.45,20,31,41,46,Drip,52,Soybean,Rice,Groundnut,High,199,27,73,48263,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (78).jpeg
Loamy,6.09,42,23,44,49,Sprinkler,83,Maize,Rice,Soybean,Low,145,22,49,68214,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (59).jpeg
Silty,5.81,54,16,35,76,Sprinkler,92,Wheat,Maize,Sugarcane,Medium,116,22,80,33415,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (73).jpeg
Loamy,6.38,36,18,50,33,Sprinkler,92,Maize,Barley,Cotton,Low,89,21,46,65155,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (79).jpeg
Clay,6.33,29,40,42,62,Flood,83,Groundnut,Rice,Barley,Low,91,35,44,23515,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/28b.jpg
Silty,6.0,22,31,48,36,Drip,52,Sugarcane,Sugarcane,Vegetables,Low,175,26,66,66457,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (64).jpeg
Sandy,6.58,28,17,38,50,Drip,57,Soybean,Rice,Millet,High,75,26,47,33336,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (38).jpeg
Sandy,6.55,51,34,40,51,Flood,62,Groundnut,Wheat,Vegetables,High,98,35,60,29002,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (600).jpeg
Sandy,7.2,37,30,33,53,Sprinkler,51,Barley,Cotton,Rice,Low,193,35,58,40592,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (441).jpeg
Sandy,7.47,32,17,49,44,Sprinkler,86,Cotton,Groundnut,Barley,High,76,31,41,62071,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (460).jpeg
Clay,6.74,51,21,35,78,Flood,69,Groundnut,Barley,Rice,Low,118,25,41,56943,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (528).jpeg
Sandy,5.99,28,25,21,78,Flood,95,Cotton,Groundnut,Rice,Medium,180,28,42,48960,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (434).jpeg
Clay,6.97,58,17,44,77,Flood,73,Groundnut,Barley,Wheat,Medium,64,26,44,33799,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (398).jpeg
Clay,6.91,46,24,31,51,Flood,52,Groundnut,Groundnut,Rice,Low,94,20,81,59904,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (40).jpeg
Clay,7.0,26,33,38,48,Drip,78,Groundnut,Rice,Millet,Low,51,20,44,31919,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (491).jpeg
Sandy,7.17,37,15,30,66,Flood,85,Sugarcane,Cotton,Millet,Medium,172,28,90,75500,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (262).jpeg
Clay,6.3,41,33,40,70,Drip,62,Sugarcane,Sugarcane,Rice,High,87,25,70,71590,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (24).jpeg
Clay,5.61,49,15,49,31,Drip,58,Groundnut,Soybean,Rice,Medium,132,31,57,73405,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (174).jpeg
Sandy,6.23,22,25,29,43,Drip,54,Barley,Groundnut,Maize,Low,158,27,72,67919,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (427).jpeg
Loamy,6.74,39,36,26,63,Flood,65,Millet,Wheat,Groundnut,Medium,130,23,66,49365,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (412).jpeg
Loamy,7.01,40,38,24,57,Drip,83,Vegetables,Soybean,Barley,Low,94,35,61,55493,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (250).jpeg
Sandy,7.14,54,32,38,64,Sprinkler,74,Wheat,Maize,Vegetables,Medium,109,26,55,48614,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (543).jpeg
Loamy,6.57,57,32,39,58,Drip,81,Groundnut,Groundnut,Rice,High,196,28,84,42292,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (399).jpeg
Clay,6.61,57,35,46,70,Sprinkler,78,Barley,Cotton,Groundnut,High,124,22,46,44607,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (143).jpeg
Silty,7.0,38,30,40,52,Drip,72,Groundnut,Soybean,Groundnut,Medium,117,27,52,69087,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (635).jpeg
Loamy,7.36,34,26,30,61,Flood,76,Maize,Maize,Soybean,Medium,156,29,50,68532,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (290).jpeg
Silty,6.13,37,25,46,31,Sprinkler,95,Rice,Wheat,Groundnut,Low,96,25,68,72679,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (328).jpeg
Loamy,5.68,37,25,32,55,Sprinkler,86,Vegetables,Barley,Maize,Medium,119,26,60,57173,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (58).jpeg
Clay,5.85,20,27,42,37,Sprinkler,84,Sugarcane,Millet,Sugarcane,Medium,102,28,82,48887,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (386).jpeg
Clay,6.04,37,25,46,72,Drip,81,Millet,Vegetables,Maize,Medium,109,30,54,73393,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (299).jpeg
Loamy,7.03,35,34,42,70,Drip,64,Soybean,Vegetables,Cotton,High,66,34,40,61524,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (532).jpeg
Silty,6.49,28,32,49,58,Sprinkler,52,Wheat,Sugarcane,Cotton,Low,143,24,50,77473,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (449).jpeg
Loamy,7.43,22,25,35,44,Drip,84,Millet,Cotton,Rice,Medium,120,22,53,43514,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (530).jpeg
Sandy,7.29,58,36,20,73,Drip,82,Groundnut,Barley,Wheat,Medium,136,32,70,60382,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (200).jpeg
Silty,7.3,29,37,22,74,Drip,65,Groundnut,Sugarcane,Soybean,Low,65,25,71,26380,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (534).jpeg
Silty,6.87,54,20,28,66,Sprinkler,74,Vegetables,Cotton,Barley,Low,77,29,48,41907,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/28a.jpg
Loamy,5.59,27,25,25,57,Flood,81,Rice,Soybean,Millet,High,66,21,53,54907,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (157).jpeg
Clay,7.25,58,32,38,73,Flood,83,Wheat,Rice,Cotton,High,100,30,70,63555,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (140).jpeg
Clay,6.04,43,21,20,72,Sprinkler,65,Cotton,Cotton,Soybean,Low,90,22,73,20465,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (9).jpeg
Sandy,6.44,58,31,43,63,Flood,58,Rice,Wheat,Barley,Low,106,29,47,39764,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (370).jpeg
Clay,5.54,58,36,24,43,Drip,95,Millet,Vegetables,Barley,High,197,34,47,67997,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (553).jpeg
Loamy,7.24,23,40,50,53,Flood,56,Sugarcane,Maize,Wheat,Medium,114,33,66,55237,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (2).jpeg
Silty,6.38,53,29,40,75,Drip,88,Cotton,Barley,Vegetables,Medium,161,23,88,35645,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (267).jpeg
Silty,5.9,23,20,36,53,Sprinkler,71,Maize,Maize,Rice,Low,184,26,58,65381,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/45.jpg
Sandy,6.11,38,37,44,54,Flood,61,Maize,Millet,Millet,Low,118,34,59,58809,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (420).jpeg
Clay,6.56,29,29,38,64,Drip,52,Cotton,Sugarcane,Maize,Medium,151,34,89,58600,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (279).jpeg
Sandy,6.95,33,17,38,59,Sprinkler,53,Vegetables,Vegetables,Sugarcane,Medium,132,29,81,26734,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (193).jpeg
Loamy,6.16,22,32,29,77,Drip,59,Maize,Wheat,Millet,Low,105,20,89,68822,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (134).jpeg
Loamy,6.12,34,23,34,44,Sprinkler,62,Wheat,Maize,Groundnut,Medium,197,26,53,71283,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (178).jpeg
Clay,5.86,45,39,37,65,Drip,63,Cotton,Sugarcane,Wheat,Low,178,28,74,37817,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (364).jpeg
Clay,5.76,33,17,28,68,Drip,95,Maize,Soybean,Vegetables,Low,53,31,73,43961,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (537).jpeg
Silty,5.57,43,26,28,30,Flood,62,Maize,Barley,Cotton,Medium,178,26,67,64071,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (360).jpeg
Loamy,7.41,34,16,46,30,Sprinkler,54,Vegetables,Vegetables,Wheat,High,114,24,67,69359,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (592).jpeg
Sandy,6.44,60,21,20,68,Sprinkler,79,Vegetables,Cotton,Barley,Medium,149,27,65,47079,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (564).jpeg
Silty,5.66,53,23,45,44,Flood,50,Barley,Cotton,Sugarcane,High,94,22,86,76771,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (500).jpeg
Sandy,5.9,37,37,20,78,Sprinkler,86,Rice,Soybean,Sugarcane,High,149,22,67,72186,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (266).jpeg
Sandy,7.0,37,33,37,56,Flood,58,Rice,Wheat,Millet,Low,58,25,77,29746,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/45a.jpg
Clay,6.4,49,32,42,42,Sprinkler,57,Groundnut,Cotton,Sugarcane,Medium,98,26,54,24849,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (180).jpeg
Sandy,6.83,39,37,24,75,Sprinkler,79,Millet,Millet,Wheat,Low,187,29,77,64596,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (17).jpeg
Clay,6.97,44,39,37,77,Flood,58,Groundnut,Vegetables,Rice,Medium,173,22,45,32252,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (263).jpeg
Loamy,7.07,35,37,41,77,Drip,65,Groundnut,Barley,Rice,High,99,21,73,55583,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (352).jpeg
Clay,6.45,54,39,50,35,Drip,81,Sugarcane,Sugarcane,Millet,Medium,94,31,69,57677,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (396).jpeg
Loamy,6.5,20,16,27,60,Sprinkler,91,Vegetables,Maize,Soybean,High,174,21,48,72482,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (112).jpeg
Loamy,5.67,22,37,21,76,Sprinkler,89,Millet,Maize,Barley,Low,149,34,46,27035,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (187).jpeg
Clay,5.98,27,18,26,60,Drip,92,Sugarcane,Barley,Vegetables,Medium,132,21,44,54948,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (576).jpeg
Silty,7.27,22,20,25,31,Flood,65,Soybean,Millet,Maize,Low,99,34,81,61004,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (598).jpeg
Silty,6.31,23,20,28,55,Sprinkler,76,Millet,Sugarcane,Rice,Low,65,27,71,36100,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (170).jpeg
Silty,6.2,50,35,26,61,Flood,78,Cotton,Sugarcane,Millet,Low,82,29,69,70675,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (312).jpeg
Clay,6.83,41,26,35,72,Drip,87,Rice,Groundnut,Millet,Low,178,32,79,29141,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (261).jpeg
Loamy,5.63,28,18,38,59,Drip,89,Cotton,Soybean,Cotton,Medium,102,28,41,40960,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (204).jpeg
Loamy,7.14,60,21,27,42,Sprinkler,73,Millet,Vegetables,Soybean,Low,112,34,80,79466,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (223).jpeg
Sandy,6.69,45,31,22,53,Sprinkler,73,Maize,Soybean,Rice,Low,112,28,66,41429,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (612).jpeg
Loamy,6.25,22,16,41,66,Flood,52,Rice,Rice,Cotton,Medium,63,23,74,69234,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (465).jpeg
Clay,6.97,40,23,33,35,Flood,93,Wheat,Rice,Sugarcane,Medium,99,33,44,67258,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (361).jpeg
Sandy,6.8,49,26,39,49,Sprinkler,82,Millet,Vegetables,Sugarcane,Low,161,26,65,63281,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (117).jpeg
Silty,6.63,39,18,46,52,Drip,68,Cotton,Vegetables,Barley,High,140,24,84,75619,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (254).jpeg
Clay,6.8,45,27,27,78,Drip,76,Groundnut,Millet,Sugarcane,Medium,138,20,51,68193,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (198).jpeg
Clay,6.47,45,31,40,56,Sprinkler,65,Vegetables,Wheat,Maize,Low,86,31,90,61232,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (544).jpeg
Loamy,6.95,55,40,34,77,Drip,67,Soybean,Soybean,Wheat,Medium,87,20,88,61978,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (319).jpeg
Silty,5.63,24,38,32,43,Flood,50,Wheat,Vegetables,Groundnut,High,198,24,83,49701,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (447).jpeg
Clay,6.18,45,25,49,79,Flood,75,Maize,Vegetables,Barley,Low,133,33,41,33409,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (320).jpeg
Loamy,7.01,30,22,34,39,Flood,79,Wheat,Maize,Maize,High,195,26,66,58599,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (43).jpeg
Loamy,6.41,26,33,28,51,Sprinkler,55,Maize,Groundnut,Cotton,Medium,97,26,83,46035,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (196).jpeg
Sandy,5.94,59,34,47,56,Drip,51,Barley,Vegetables,Maize,Medium,118,26,59,21141,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (588).jpeg
Loamy,5.83,33,20,45,39,Sprinkler,65,Millet,Cotton,Millet,Low,149,34,81,30645,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (298).jpeg
Loamy,7.38,21,27,46,57,Drip,75,Barley,Millet,Barley,Low,101,35,86,62891,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (63).jpeg
Silty,6.04,23,26,28,61,Flood,53,Sugarcane,Soybean,Maize,Low,75,32,78,30245,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (275).jpeg
Clay,7.02,55,20,44,52,Drip,63,Barley,Cotton,Rice,Low,54,32,90,76568,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (411).jpeg
Clay,7.3,40,28,37,42,Drip,57,Sugarcane,Barley,Rice,Medium,113,33,61,56696,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (374).jpeg
Loamy,5.58,29,40,41,57,Sprinkler,83,Barley,Millet,Millet,Low,151,35,83,54428,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (203).jpeg
Clay,7.06,23,16,45,40,Sprinkler,80,Maize,Rice,Barley,Medium,98,33,73,58307,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (145).jpeg
Sandy,7.12,46,19,40,63,Flood,83,Wheat,Maize,Barley,Medium,75,26,46,78251,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (315).jpeg
Sandy,7.03,34,26,50,66,Flood,58,Vegetables,Maize,Maize,Low,176,24,68,75722,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (4).jpeg
Sandy,7.5,28,16,36,54,Sprinkler,88,Groundnut,Barley,Cotton,Medium,55,26,56,30483,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (192).jpeg
Loamy,6.32,47,27,31,73,Sprinkler,75,Vegetables,Cotton,Millet,Low,89,22,89,25319,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (363).jpeg
Clay,7.01,59,37,33,73,Flood,93,Cotton,Soybean,Wheat,Low,71,28,40,46557,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (90).jpeg
Clay,7.38,46,32,23,39,Flood,79,Maize,Vegetables,Vegetables,Medium,72,24,86,66965,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (85).jpeg
Silty,6.85,37,25,25,48,Sprinkler,64,Soybean,Vegetables,Rice,High,94,33,60,61808,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (582).jpeg
Sandy,7.04,59,34,40,57,Sprinkler,72,Groundnut,Millet,Maize,Low,146,22,60,78156,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (160).jpeg
Silty,7.0,28,24,48,30,Sprinkler,67,Soybean,Rice,Vegetables,Medium,151,32,83,33581,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (12).jpeg
Silty,6.75,46,31,37,34,Drip,86,Soybean,Wheat,Wheat,High,107,34,85,73804,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (515).jpeg
Loamy,6.35,56,30,39,42,Drip,89,Cotton,Rice,Wheat,Medium,174,28,52,47824,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (165).jpeg
Clay,5.59,25,39,37,43,Sprinkler,56,Groundnut,Wheat,Barley,Medium,166,24,40,67569,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (306).jpeg
Sandy,7.32,31,32,50,63,Sprinkler,88,Barley,Barley,Maize,High,194,23,89,43777,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (268).jpeg
Sandy,6.37,50,20,44,68,Sprinkler,51,Sugarcane,Vegetables,Sugarcane,Low,149,21,85,71051,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (355).jpeg
Sandy,6.74,30,37,33,30,Sprinkler,87,Millet,Soybean,Soybean,Low,54,24,89,24473,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (626).jpeg
Sandy,7.13,57,28,33,47,Drip,80,Millet,Barley,Maize,High,182,28,54,46395,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/40.jpg
Loamy,6.07,30,16,45,35,Drip,88,Cotton,Barley,Maize,Low,174,30,83,21171,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (280).jpeg
Silty,6.07,52,21,32,58,Flood,71,Groundnut,Wheat,Soybean,Low,76,31,56,23550,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (309).jpeg
Sandy,7.16,31,17,50,73,Flood,63,Groundnut,Wheat,Sugarcane,Low,179,34,50,48233,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/8.jpg
Sandy,7.26,24,19,48,39,Drip,50,Maize,Vegetables,Vegetables,Medium,105,34,71,20772,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (458).jpeg
Sandy,7.1,33,30,25,35,Drip,81,Maize,Wheat,Barley,High,58,25,55,72946,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (520).jpeg
Sandy,7.38,56,34,25,62,Drip,87,Sugarcane,Millet,Sugarcane,Low,120,29,69,62739,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (242).jpeg
Clay,6.44,56,22,24,46,Drip,86,Cotton,Vegetables,Sugarcane,High,147,32,79,43266,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (101).jpeg
Clay,6.37,48,29,24,59,Sprinkler,86,Maize,Sugarcane,Soybean,High,63,29,49,30858,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (356).jpeg
Loamy,6.05,28,20,29,30,Flood,52,Sugarcane,Sugarcane,Maize,Medium,57,29,70,76842,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (472).jpeg
Sandy,7.24,25,37,48,80,Flood,66,Groundnut,Millet,Maize,Medium,130,29,43,42347,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (514).jpeg
Clay,6.56,29,36,28,61,Sprinkler,90,Rice,Cotton,Cotton,Low,52,35,62,56749,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (333).jpeg
Sandy,5.85,41,19,34,45,Sprinkler,78,Sugarcane,Wheat,Rice,Low,175,27,88,31266,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (367).jpeg
Loamy,7.02,57,35,44,51,Drip,64,Barley,Barley,Maize,Medium,59,26,87,26833,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (209).jpeg
Loamy,5.76,22,37,33,63,Drip,94,Soybean,Vegetables,Groundnut,Low,113,23,61,27953,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (161).jpeg
Clay,6.78,50,37,28,74,Flood,83,Sugarcane,Groundnut,Groundnut,Medium,62,24,76,24723,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (508).jpeg
Silty,7.25,46,22,21,77,Flood,91,Groundnut,Groundnut,Wheat,Medium,79,24,56,44026,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (570).jpeg
Sandy,6.2,37,24,38,48,Flood,94,Barley,Wheat,Vegetables,Low,91,33,51,34432,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (453).jpeg
Loamy,5.81,47,36,44,69,Flood,76,Rice,Groundnut,Vegetables,Low,147,35,51,44204,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (302).jpeg
Sandy,6.01,44,15,21,52,Drip,95,Barley,Rice,Sugarcane,Low,57,21,74,31733,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (185).jpeg
Clay,6.17,49,28,31,38,Flood,79,Soybean,Cotton,Vegetables,High,94,32,88,75777,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (556).jpeg
Loamy,6.3,37,40,37,31,Sprinkler,92,Rice,Vegetables,Soybean,Medium,162,30,70,65316,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (293).jpeg
Clay,6.59,42,30,34,62,Flood,76,Sugarcane,Sugarcane,Wheat,High,63,34,81,52958,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (585).jpeg
Sandy,6.32,46,37,42,71,Flood,62,Cotton,Wheat,Sugarcane,Low,200,33,58,28117,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (523).jpeg
Sandy,6.81,42,17,35,75,Sprinkler,76,Sugarcane,Groundnut,Wheat,Medium,143,34,56,22965,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (490).jpeg
Silty,5.98,58,26,20,76,Sprinkler,66,Sugarcane,Cotton,Groundnut,Medium,162,21,69,20059,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (575).jpeg
Sandy,6.97,60,40,30,63,Sprinkler,88,Maize,Soybean,Barley,Medium,88,30,57,43162,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (19).jpeg
Loamy,6.93,41,36,46,65,Flood,91,Maize,Sugarcane,Groundnut,Low,86,28,49,35126,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (190).jpeg
Sandy,6.86,53,28,43,58,Drip,68,Sugarcane,Barley,Groundnut,Medium,161,26,88,78966,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (340).jpeg
Loamy,5.88,41,19,37,51,Flood,94,Sugarcane,Barley,Rice,Medium,76,25,83,44298,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (617).jpeg
Clay,5.68,51,28,43,37,Sprinkler,54,Vegetables,Sugarcane,Sugarcane,High,134,31,46,43406,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (417).jpeg
Sandy,6.04,26,40,20,54,Sprinkler,76,Groundnut,Groundnut,Cotton,Medium,171,34,71,42894,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (388).jpeg
Silty,6.42,59,24,23,55,Flood,54,Wheat,Soybean,Rice,Medium,145,32,85,49830,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (25).jpeg
Loamy,5.55,46,28,34,34,Flood,53,Millet,Groundnut,Cotton,High,123,26,82,23238,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/28.jpg
Sandy,6.24,54,37,50,61,Drip,57,Cotton,Sugarcane,Vegetables,High,99,35,80,70408,/content/drive/MyDrive/dataset/CyAUG-Dataset/Alluvial_Soil/a (26).jpeg
